,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed
971,1014.2,28.5,27.2,24.8,25.5,89.0,86.0,2.4,200.0,13.0
972,1012.5,31.2,28.1,26.8,23.2,78.0,58.0,5.9,50.0,14.0
973,1010.5,30.4,28.5,26.4,23.3,78.0,45.0,10.2,190.0,24.8
974,1008.4,31.3,28.1,26.8,24.8,75.0,78.0,7.7,210.0,30.2
975,1012.5,31.1,28.8,26.5,24.0,79.0,77.0,6.4,220.0,17.3
976,1015.0,31.2,28.8,27.8,25.1,87.0,69.0,9.5,220.0,21.3
977,1008.2,32.3,29.7,27.3,24.2,74.0,83.0,5.4,230.0,39.5
978,1006.0,32.2,29.4,27.4,24.7,82.0,85.0,3.5,220.0,25.9
979,1008.5,31.8,28.1,26.9,25.6,86.0,83.0,2.1,220.0,33.2
980,1012.5,31.2,28.2,25.8,20.6,70.0,44.0,9.3,60.0,33.4
981,1008.9,32.4,28.8,27.9,25.4,81.0,69.0,5.7,230.0,18.2
982,1008.0,32.2,29.7,26.6,24.3,80.0,78.0,5.0,10.0,15.9
983,1009.9,31.0,28.7,27.0,23.2,85.0,78.0,6.3,70.0,8.0
984,1012.5,30.8,27.8,26.5,23.2,76.0,45.0,7.6,20.0,9.8
985,1010.2,32.3,29.0,26.6,25.4,82.0,69.0,4.7,220.0,21.3
986,1007.9,28.1,26.8,24.3,23.1,85.0,85.0,2.5,130.0,30.6
987,1015.2,30.7,27.9,25.8,24.3,81.0,67.0,5.9,180.0,8.9
988,1010.4,28.2,26.3,24.6,21.9,74.0,49.0,9.5,20.0,13.4
989,1007.6,29.9,27.0,26.5,25.6,92.0,88.0,0.5,200.0,8.0
990,1009.1,28.2,27.5,25.4,25.4,89.0,88.0,0.2,280.0,20.3
991,1008.1,31.0,28.7,27.0,25.0,81.0,78.0,6.4,230.0,23.5
992,1005.7,28.2,25.5,23.4,20.6,84.0,89.0,2.0,20.0,23.4
993,1016.0,31.4,28.1,26.1,23.8,76.0,53.0,9.1,90.0,14.0
994,1017.1,31.0,26.8,25.4,25.4,87.0,88.0,1.6,40.0,21.3
995,1017.0,30.3,27.9,26.2,23.8,81.0,66.0,5.9,70.0,8.3
996,1018.7,29.1,27.9,25.8,23.1,86.0,82.0,6.3,50.0,11.9
997,1013.0,28.8,25.5,23.7,19.3,90.0,81.0,3.4,80.0,40.8
998,1018.0,26.2,25.2,24.9,23.6,89.0,84.0,0.6,220.0,12.5
999,1017.4,26.8,24.5,24.4,22.1,94.0,88.0,1.2,230.0,40.4
1000,1018.7,29.3,25.4,24.7,24.8,94.0,88.0,0.1,180.0,15.2
1001,1018.9,26.1,24.8,23.5,19.9,70.0,64.0,6.4,70.0,50.7
1002,1008.9,27.2,25.5,24.8,22.0,79.0,28.0,10.3,220.0,26.7
1003,1017.7,26.6,25.5,23.6,19.4,95.0,95.0,0.0,70.0,28.4
1004,1015.9,28.4,26.2,25.9,24.8,78.0,85.0,6.6,80.0,9.6
1005,1016.9,24.8,22.9,20.6,22.2,92.0,88.0,0.0,70.0,50.6
1006,1010.3,25.2,23.7,22.3,21.7,82.0,61.0,6.6,50.0,14.1
1007,1018.8,26.8,24.0,23.9,22.7,90.0,82.0,2.2,70.0,21.8
1008,1012.5,27.8,25.8,23.4,20.6,76.0,47.0,7.6,30.0,9.0
1009,1019.0,25.8,22.6,20.5,20.4,79.0,73.0,0.7,70.0,11.3
1010,1015.9,28.7,25.7,20.6,19.9,65.0,51.0,9.4,70.0,20.9
1011,1018.9,26.0,24.8,23.7,22.4,75.0,46.0,5.5,80.0,20.5
1012,1018.4,27.8,25.3,24.2,23.2,70.0,81.0,2.0,80.0,10.2
1013,1019.1,25.7,24.7,24.5,22.3,80.0,88.0,0.3,70.0,20.2
1014,1017.1,27.7,25.5,24.0,21.4,75.0,78.0,7.6,70.0,17.3
1015,1019.8,28.9,23.7,21.0,19.0,79.0,79.0,3.2,100.0,11.0
1016,1014.2,29.4,26.2,23.1,21.4,75.0,49.0,6.6,10.0,15.0
1017,1014.8,28.6,26.6,24.8,21.2,81.0,81.0,1.7,110.0,27.6
1018,1017.8,27.8,25.8,24.3,22.3,68.0,56.0,9.9,40.0,9.6
1019,1018.8,28.8,24.5,22.2,19.9,70.0,48.0,7.7,20.0,14.5
1020,1012.2,28.9,23.8,20.2,21.4,85.0,84.0,0.7,40.0,40.4
1021,1011.6,25.9,24.7,22.4,22.7,62.0,84.0,7.5,70.0,21.5
1022,1016.8,25.9,23.7,23.3,21.4,84.0,70.0,9.2,80.0,25.0
1023,1013.0,26.2,24.8,23.7,21.3,81.0,88.0,1.0,70.0,41.3
1024,1014.6,28.6,25.5,23.8,21.3,85.0,85.0,2.2,70.0,19.8
1025,1018.5,26.9,24.4,23.2,21.6,81.0,86.0,1.2,80.0,20.5
1026,1016.8,28.6,25.4,24.3,23.2,87.0,82.0,1.4,30.0,14.5
1027,1018.5,26.9,24.2,20.8,20.6,89.0,82.0,3.5,40.0,17.3
1028,1014.5,25.4,23.1,21.0,19.0,87.0,82.0,2.0,50.0,16.1
1029,1014.5,28.2,25.2,23.5,21.4,88.0,84.0,1.8,40.0,22.0
1030,1014.3,26.1,24.4,22.0,16.8,87.0,80.0,4.8,20.0,28.0
1031,1016.9,27.5,25.6,24.1,23.1,86.0,67.0,5.7,80.0,12.5
1032,1014.9,27.2,25.5,24.9,22.4,71.0,88.0,1.1,70.0,22.9
1033,1015.3,26.0,24.9,23.1,23.2,90.0,83.0,3.5,80.0,24.9
1034,1017.7,27.0,25.6,24.0,23.2,86.0,79.0,1.2,20.0,15.3
1035,1016.9,27.5,24.5,23.5,22.4,82.0,88.0,4.5,50.0,24.9
1036,1014.6,25.2,24.8,23.9,21.2,84.0,70.0,2.1,80.0,33.5
1037,1015.2,25.0,23.9,23.6,19.9,76.0,61.0,8.8,90.0,14.1
1038,1017.0,27.7,24.0,22.6,19.6,91.0,78.0,3.3,25.0,16.4
1039,1018.4,26.4,24.4,23.3,23.3,86.0,66.0,9.7,60.0,8.3
1040,1020.2,20.6,19.5,18.2,16.8,86.0,88.0,0.1,60.0,43.8
1041,1020.3,21.3,19.3,17.2,14.9,75.0,88.0,1.6,50.0,25.0
1042,1022.3,21.8,18.4,17.4,15.7,88.0,88.0,3.0,70.0,16.7
1043,1018.8,22.3,20.8,19.1,18.5,90.0,81.0,0.0,40.0,15.8
1044,1020.6,21.6,19.1,18.1,17.8,77.0,83.0,0.4,80.0,16.7
1045,1020.8,21.0,18.4,16.9,14.4,75.0,51.0,8.8,40.0,14.5
1046,1018.6,21.2,19.3,17.2,16.5,92.0,84.0,0.1,20.0,35.8
1047,1019.8,21.9,19.8,18.2,14.7,70.0,49.0,7.5,20.0,23.5
1048,1020.9,20.5,18.8,17.5,15.0,89.0,88.0,0.0,20.0,25.0
1049,1016.4,18.7,17.5,16.2,13.2,76.0,78.0,1.4,10.0,23.4
1050,1020.8,18.9,17.3,16.4,13.3,78.0,86.0,2.2,70.0,39.7
1051,1016.8,19.3,21.6,19.4,15.8,70.0,83.0,0.0,50.0,33.2
1052,1019.4,19.4,17.5,16.9,16.8,87.0,86.0,0.5,70.0,25.9
1053,1018.9,25.1,21.8,20.6,19.9,92.0,84.0,1.3,30.0,19.8
1054,1022.2,22.1,19.2,18.0,16.0,90.0,95.0,0.6,60.0,28.4
1055,1020.6,20.5,17.5,16.3,12.6,72.0,49.0,7.9,20.0,38.0
1056,1022.2,20.6,18.7,16.9,14.9,78.0,90.0,0.0,60.0,36.0
1057,1018.0,23.3,20.8,18.4,17.8,81.0,84.0,1.6,40.0,13.0
1058,1022.2,18.6,17.3,15.9,12.9,78.0,89.0,0.0,20.0,19.0
1059,1017.5,18.9,18.4,17.4,16.0,95.0,91.0,0.0,30.0,48.0
1060,1025.6,18.9,13.5,11.7,0.2,76.0,90.0,1.1,20.0,28.0
1061,1024.2,17.2,15.0,13.7,17.2,79.0,83.0,1.5,20.0,27.4
1062,1016.5,17.8,16.8,14.8,15.9,87.0,94.0,0.0,20.0,21.5
1063,1018.9,17.4,15.5,14.5,11.9,90.0,88.0,0.0,40.0,37.5
1064,1022.8,16.7,14.6,12.4,11.0,70.0,46.0,8.3,20.0,19.0
1065,1024.9,17.3,15.2,11.8,10.6,54.0,58.0,8.5,50.0,19.3
1066,1020.6,18.6,16.1,12.9,12.9,92.0,86.0,0.6,30.0,31.2
1067,1016.8,19.9,18.1,17.1,18.4,95.0,95.0,0.0,60.0,38.0
1068,1019.9,18.0,17.5,15.9,15.0,90.0,90.0,0.0,40.0,39.7
1069,1022.7,17.4,15.2,13.3,9.6,75.0,45.0,8.4,20.0,9.8
1070,1017.0,20.5,18.5,17.8,15.6,90.0,93.0,0.3,20.0,16.3
1071,1023.8,16.8,14.8,13.5,8.0,62.0,94.0,0.0,20.0,29.0
1072,1022.8,15.5,14.6,13.3,12.7,77.0,88.0,0.0,70.0,27.3
1073,1017.2,21.4,19.4,17.1,18.0,86.0,80.0,6.4,40.0,14.5
1074,1020.8,18.6,17.3,16.1,13.3,75.0,88.0,0.6,70.0,26.9
1075,1017.7,24.5,21.8,20.5,19.9,84.0,88.0,0.0,80.0,19.2
1076,1020.3,22.2,20.6,19.6,16.2,72.0,77.0,1.4,70.0,28.4
1077,1017.9,20.6,18.8,19.1,17.8,85.0,91.0,0.3,40.0,13.0
1078,1022.7,16.2,15.2,13.7,14.3,92.0,88.0,0.0,60.0,37.5
1079,1020.8,22.8,20.7,17.2,11.6,67.0,46.0,7.2,30.0,28.3
1080,1018.4,23.1,21.4,19.4,19.4,90.0,89.0,1.9,50.0,16.3
1081,1023.8,21.5,20.4,19.4,17.9,72.0,69.0,2.4,20.0,14.8
1082,1019.1,21.4,18.5,17.3,16.9,82.0,82.0,2.7,80.0,27.4
1083,1018.0,20.1,19.1,18.4,16.7,95.0,88.0,0.0,20.0,35.8
1084,1020.6,24.4,22.2,20.6,19.4,74.0,82.0,6.3,70.0,38.3
1085,1017.5,20.6,18.3,17.1,15.1,89.0,88.0,0.0,20.0,35.3
1086,1019.7,23.0,19.9,17.2,16.8,79.0,89.0,2.9,20.0,15.1
1087,1016.8,20.9,20.0,19.2,16.8,85.0,83.0,0.6,70.0,27.3
1088,1025.9,17.5,18.0,16.5,13.3,79.0,89.0,0.5,20.0,23.4
1089,1019.5,17.7,16.0,16.5,16.5,93.0,97.0,0.0,50.0,21.4
1090,1014.6,21.0,20.8,19.9,19.9,95.0,88.0,0.0,40.0,18.0
1091,1013.4,21.1,20.0,19.8,19.6,95.0,88.0,0.0,70.0,34.3
1092,1014.6,20.4,18.1,16.9,17.8,95.0,91.0,0.0,50.0,30.3
1093,1017.5,23.7,16.3,15.3,13.9,86.0,90.0,1.1,50.0,39.7
1094,1017.0,22.1,20.8,19.6,18.0,91.0,88.0,0.0,40.0,46.3
1095,1017.8,16.9,15.9,14.6,15.0,90.0,100.0,0.0,40.0,24.2
1096,1016.7,18.2,16.3,15.4,14.7,90.0,100.0,0.0,40.0,23.3
1097,1016.4,16.7,15.6,14.7,11.4,79.0,91.0,0.0,60.0,55.5
1098,1014.3,15.6,13.8,10.0,7.8,78.0,77.0,3.5,20.0,41.3
1099,1022.1,15.9,13.1,12.2,10.3,74.0,81.0,2.1,50.0,28.2
1100,1020.6,17.6,13.2,11.2,6.8,59.0,25.0,2.4,20.0,33.5
1101,1022.2,14.8,12.5,4.0,10.4,84.0,88.0,0.0,20.0,30.0
1102,1020.3,17.6,15.7,14.5,13.5,81.0,100.0,0.0,20.0,32.4
1103,1017.7,17.4,16.6,15.9,15.0,95.0,100.0,0.0,60.0,39.3
1104,1022.3,15.2,15.8,13.5,11.1,78.0,94.0,0.0,60.0,37.0
1105,1021.1,15.5,14.1,11.8,8.6,61.0,95.0,0.0,40.0,24.9
1106,1024.9,20.2,16.7,14.6,11.7,70.0,38.0,9.1,20.0,50.6
1107,1024.7,14.6,12.9,12.6,11.3,79.0,91.0,0.0,10.0,52.8
1108,1020.5,18.0,16.6,15.3,13.6,79.0,88.0,0.0,20.0,28.6
1109,1027.2,20.6,17.7,14.2,11.8,75.0,51.0,7.4,50.0,15.2
1110,1023.8,18.1,13.7,11.6,4.3,72.0,20.0,10.1,70.0,14.8
1111,1025.9,10.9,8.6,7.0,1.0,73.0,67.0,2.5,50.0,30.3
1112,1023.7,15.8,10.1,7.7,4.0,72.0,7.0,9.1,20.0,9.2
1113,1020.6,17.1,15.2,13.5,11.2,78.0,11.0,9.8,60.0,34.0
1114,1021.3,19.6,17.6,15.7,12.6,64.0,73.0,5.2,60.0,20.2
1115,1017.6,17.3,16.1,14.7,13.0,93.0,95.0,0.0,20.0,35.8
1116,1027.9,21.6,18.5,16.3,13.7,77.0,93.0,0.6,20.0,15.1
1117,1013.4,16.5,14.8,13.7,12.9,92.0,100.0,0.0,50.0,20.0
1118,1023.6,24.2,20.8,18.2,9.8,39.0,49.0,10.2,60.0,38.3
1119,1020.9,24.9,18.1,15.8,17.3,72.0,40.0,10.1,10.0,19.8
1120,1013.9,24.6,22.3,20.7,19.9,91.0,82.0,0.0,80.0,27.4
1121,1015.6,21.9,20.4,18.5,18.4,79.0,45.0,7.8,40.0,9.2
1122,1024.6,16.1,13.0,13.5,11.9,76.0,89.0,0.0,200.0,33.2
1123,1017.6,24.8,21.3,19.8,20.1,91.0,89.0,0.2,50.0,37.5
1124,1015.4,24.9,21.5,19.5,19.5,77.0,55.0,7.6,10.0,17.2
1125,1017.1,21.9,20.0,19.7,17.3,91.0,94.0,0.0,70.0,28.4
1126,1017.6,23.9,21.1,19.9,19.0,89.0,88.0,0.2,80.0,14.5
1127,1013.1,22.9,20.7,19.2,19.9,95.0,95.0,0.0,30.0,22.6
1128,1019.5,21.5,20.9,17.7,16.6,79.0,47.0,6.8,70.0,9.1
1129,1019.9,25.9,22.9,18.1,16.1,90.0,89.0,2.0,40.0,28.9
1130,1017.0,22.4,20.2,18.5,13.1,76.0,69.0,7.6,40.0,11.3
1131,1017.5,23.1,19.9,17.4,16.8,80.0,88.0,0.0,50.0,39.5
1132,1020.6,18.4,17.1,16.9,15.0,75.0,86.0,0.0,40.0,24.9
1133,1014.9,23.3,21.6,20.9,20.9,87.0,88.0,0.0,60.0,15.1
1134,1014.0,23.0,21.1,20.6,19.1,80.0,87.0,0.1,70.0,14.5
1135,1020.3,17.4,15.1,14.5,9.4,75.0,49.0,10.0,20.0,24.8
1136,1024.2,24.0,18.3,15.3,6.8,77.0,75.0,5.7,60.0,21.6
1137,1021.4,20.9,17.2,15.3,13.3,78.0,88.0,0.9,30.0,29.8
1138,1015.2,18.2,17.3,16.3,14.6,75.0,88.0,2.5,40.0,20.2
1139,1024.5,18.9,18.4,15.0,13.0,72.0,65.0,5.9,20.0,28.0
1140,1018.9,20.2,19.9,18.1,18.2,90.0,90.0,1.0,40.0,22.5
1141,1019.0,20.7,20.0,18.2,18.9,92.0,88.0,0.2,40.0,15.0
1142,1013.3,17.1,17.2,15.2,14.8,87.0,90.0,0.2,20.0,25.1
1143,1017.7,20.4,18.1,17.1,14.9,90.0,88.0,0.0,70.0,35.3
1144,1022.2,15.1,12.4,10.8,9.6,74.0,83.0,1.2,20.0,8.3
1145,1013.9,18.6,17.1,16.4,13.8,95.0,96.0,1.1,70.0,33.5
1146,1016.7,17.4,17.6,16.4,16.3,96.0,100.0,0.2,50.0,16.1
1147,1022.6,16.4,15.3,14.2,13.6,93.0,93.0,0.2,20.0,17.3
1148,1024.3,15.5,13.7,11.6,9.1,79.0,88.0,0.2,40.0,14.6
1149,1022.3,17.5,18.2,16.9,14.3,92.0,96.0,0.0,40.0,19.0
1150,1023.9,14.7,12.9,11.9,11.6,97.0,95.0,0.9,70.0,24.5
1151,1012.2,20.6,19.0,17.1,18.9,95.0,93.0,0.0,70.0,39.5
1152,1012.4,20.1,18.6,17.1,15.6,92.0,87.0,0.3,50.0,22.4
1153,1018.7,21.6,19.7,19.6,17.0,81.0,88.0,0.0,50.0,37.7
1154,1016.9,22.2,21.8,20.3,19.7,92.0,85.0,0.2,50.0,12.6
1155,1017.8,16.3,15.3,14.2,12.9,97.0,95.0,0.0,40.0,30.3
1156,1013.4,19.0,17.6,16.9,16.9,97.0,95.0,0.0,50.0,20.3
1157,1015.5,19.9,18.1,18.1,17.1,96.0,92.0,0.2,40.0,14.1
1158,1016.8,18.4,17.3,16.1,16.2,95.0,95.0,0.0,50.0,20.0
1159,1016.0,21.8,19.4,17.6,16.7,70.0,49.0,11.0,20.0,37.5
1160,1023.2,16.3,15.7,15.5,9.8,59.0,88.0,0.1,40.0,16.0
1161,1018.9,22.3,20.8,19.2,16.1,79.0,88.0,0.0,70.0,33.4
1162,1020.9,22.8,18.6,16.9,13.0,73.0,19.0,2.4,20.0,14.8
1163,1017.8,20.1,20.1,19.6,19.8,92.0,83.0,0.3,50.0,16.1
1164,1016.0,21.4,19.3,18.3,18.2,75.0,20.0,9.8,60.0,9.0
1165,1016.8,20.2,18.1,16.6,16.6,95.0,95.0,0.0,50.0,25.1
1166,1018.4,18.3,17.8,14.5,16.2,95.0,96.0,0.3,20.0,9.1
1167,1017.1,26.0,22.6,20.3,21.4,85.0,89.0,0.5,30.0,18.0
1168,1015.3,23.6,22.5,20.0,21.3,85.0,80.0,0.0,40.0,7.9
1169,1017.1,21.3,20.8,19.2,17.8,83.0,84.0,0.6,80.0,37.9
1170,1013.3,25.9,23.1,21.5,21.4,91.0,88.0,1.4,50.0,33.2
1171,1014.4,26.6,23.3,22.3,21.9,91.0,91.0,2.1,40.0,16.0
1172,1021.2,26.2,24.8,21.2,12.4,77.0,62.0,10.0,60.0,39.5
1173,1013.8,24.8,24.3,23.7,23.2,93.0,100.0,0.2,100.0,41.4
1174,1011.7,26.1,21.0,19.7,16.9,85.0,79.0,5.0,70.0,22.0
1175,1011.4,16.3,15.3,13.6,11.6,76.0,79.0,2.2,30.0,35.6
1176,1019.8,28.1,25.4,23.6,22.3,92.0,88.0,0.8,120.0,21.9
1177,1006.9,21.9,20.1,19.8,19.5,92.0,90.0,0.2,20.0,20.5
1178,1008.4,21.3,19.3,17.7,17.6,75.0,83.0,9.2,50.0,27.6
1179,1009.9,26.4,24.8,22.7,21.3,90.0,83.0,3.7,100.0,25.0
1180,1014.2,26.3,23.1,21.0,22.3,97.0,93.0,0.0,50.0,8.6
1181,1012.1,27.9,25.8,24.1,23.3,89.0,84.0,2.1,80.0,14.2
1182,1011.7,25.2,24.0,23.1,22.8,89.0,81.0,0.3,180.0,30.6
1183,1013.0,27.0,25.9,23.6,21.9,91.0,88.0,1.1,60.0,27.9
1184,1008.5,27.9,25.3,23.3,23.2,93.0,88.0,0.3,40.0,14.3
1185,1010.7,24.8,22.8,21.8,19.8,91.0,88.0,0.0,50.0,27.3
1186,1017.0,26.7,24.8,23.7,23.1,87.0,89.0,0.2,80.0,17.3
1187,1013.3,25.3,23.1,21.0,21.4,89.0,88.0,1.5,80.0,28.0
1188,1014.4,26.8,23.8,20.4,22.3,90.0,83.0,1.3,70.0,17.5
1189,1011.5,27.6,25.5,24.4,23.1,90.0,88.0,1.8,40.0,22.6
1190,1007.8,28.2,26.2,24.1,24.2,89.0,84.0,2.5,40.0,15.4
1191,1006.4,26.9,25.9,24.7,22.3,87.0,81.0,1.1,70.0,28.8
1192,1015.0,28.4,25.5,24.7,24.1,97.0,88.0,1.0,50.0,30.0
1193,1005.6,28.1,25.1,23.1,21.6,82.0,80.0,2.5,220.0,13.8
1194,1012.7,29.1,26.8,25.4,23.7,87.0,82.0,2.5,100.0,16.5
1195,1016.0,26.3,24.7,24.5,23.6,90.0,83.0,0.1,200.0,20.9
1196,1012.5,26.3,25.2,24.7,22.9,93.0,88.0,0.1,30.0,13.4
1197,1014.5,28.6,25.6,24.7,21.0,87.0,89.0,2.1,30.0,35.3
1198,1012.6,28.8,25.3,24.7,22.0,89.0,83.0,1.0,60.0,15.0
1199,1017.1,27.6,25.8,24.5,24.8,84.0,85.0,1.8,80.0,27.4
1200,1012.3,30.2,27.9,25.4,23.1,84.0,83.0,2.6,230.0,12.0
1201,1008.8,27.8,26.5,25.0,25.0,93.0,86.0,0.0,190.0,14.5
1202,1009.9,30.3,27.9,26.2,24.9,84.0,85.0,3.1,190.0,16.0
1203,1009.4,29.3,27.9,26.0,25.0,89.0,88.0,2.2,170.0,20.0
1204,1012.6,28.8,25.7,23.9,23.4,89.0,88.0,0.4,200.0,22.0
1205,1009.5,28.4,26.2,24.7,23.2,84.0,75.0,7.2,70.0,25.1
1206,1010.4,28.1,26.4,25.5,21.1,80.0,78.0,5.4,40.0,12.6
1207,1010.3,28.7,26.8,24.8,23.1,90.0,81.0,2.3,70.0,23.3
1208,1013.0,28.8,25.6,23.6,21.6,91.0,90.0,1.3,80.0,24.9
1209,1012.3,30.8,27.4,26.8,24.5,84.0,81.0,2.3,100.0,14.3
1210,1011.5,29.8,26.8,25.1,23.2,87.0,81.0,2.5,20.0,12.7
1211,1011.6,28.4,26.1,24.8,25.3,85.0,83.0,3.7,60.0,14.3
1212,1013.0,28.6,25.5,24.8,22.2,76.0,74.0,6.0,60.0,9.2
1213,1013.0,26.2,24.4,23.1,19.8,79.0,70.0,6.0,70.0,31.9
1214,1008.3,28.8,27.1,24.1,25.1,94.0,88.0,1.0,190.0,16.9
1215,1005.9,28.7,28.4,26.5,24.4,81.0,82.0,0.4,220.0,15.2
1216,1008.4,30.8,27.6,25.8,24.2,81.0,88.0,0.4,210.0,13.0
1217,1008.5,30.6,28.3,26.4,25.3,81.0,78.0,4.5,30.0,16.5
1218,1013.0,28.7,26.9,24.8,22.0,81.0,61.0,7.2,50.0,7.4
1219,1013.0,28.7,26.1,24.8,23.1,92.0,78.0,1.0,70.0,15.8
1220,1010.6,27.8,26.7,25.3,25.2,90.0,86.0,1.2,190.0,15.1
1221,1009.3,30.8,27.7,25.4,25.4,87.0,88.0,0.9,220.0,11.9
1222,1008.4,28.1,26.8,25.2,25.5,85.0,83.0,3.7,210.0,16.0
1223,1008.1,30.7,27.2,25.8,25.8,81.0,87.0,8.3,230.0,15.7
1224,1008.8,30.6,27.3,24.3,25.9,87.0,83.0,2.2,180.0,26.9
1225,1008.5,31.0,29.9,26.5,26.0,85.0,88.0,1.5,230.0,27.0
1226,1008.1,32.8,29.9,26.7,24.6,84.0,78.0,2.9,220.0,25.1
1227,1009.8,33.0,30.0,27.9,26.0,79.0,86.0,3.3,220.0,27.6
1228,1008.5,31.2,28.0,26.8,26.4,86.0,88.0,1.2,220.0,13.2
1229,1006.8,33.1,30.0,28.9,26.2,90.0,82.0,3.1,80.0,22.9
1230,1006.6,32.9,29.3,27.1,23.2,87.0,80.0,4.2,230.0,20.5
1231,1010.5,33.1,29.8,28.1,25.1,79.0,69.0,3.1,50.0,18.8
1232,1007.9,31.1,28.9,26.9,26.4,85.0,85.0,4.4,180.0,14.6
1233,1008.2,32.3,29.0,27.8,25.3,86.0,72.0,7.6,20.0,9.2
1234,1008.6,32.0,29.9,26.0,25.1,76.0,77.0,10.4,220.0,38.0
1235,1008.9,30.8,28.8,26.4,25.4,98.0,93.0,0.6,170.0,25.1
1236,1008.1,32.8,29.0,27.4,26.6,82.0,88.0,0.2,220.0,38.3
1237,1006.5,33.8,30.0,27.0,25.0,69.0,70.0,6.9,220.0,23.9
1238,1008.5,31.0,28.3,26.8,24.4,65.0,49.0,11.8,220.0,9.1
1239,1006.8,33.0,30.1,28.0,24.8,75.0,69.0,10.1,230.0,12.6
1240,1008.2,33.3,30.3,28.7,25.8,78.0,32.0,11.8,200.0,9.1
1241,1008.5,29.1,26.2,24.8,24.9,58.0,48.0,8.4,70.0,23.7
1242,1008.2,32.3,30.1,28.4,26.4,81.0,30.0,11.5,230.0,39.3
1243,1009.9,32.4,30.2,29.0,24.3,79.0,32.0,1.5,220.0,30.4
1244,1008.5,33.9,30.0,28.1,25.4,80.0,79.0,5.7,200.0,39.9
1245,1009.8,33.0,30.4,27.9,26.2,79.0,21.0,8.5,220.0,50.6
1246,1010.0,34.2,30.8,28.2,26.2,84.0,57.0,5.9,130.0,24.4
1247,1007.7,32.0,30.4,28.3,25.4,74.0,46.0,10.3,190.0,19.0
1248,1006.1,33.3,30.5,28.8,25.4,78.0,66.0,6.5,80.0,9.9
1249,1008.2,34.0,30.2,28.2,26.5,81.0,79.0,6.8,290.0,43.8
1250,1008.1,34.0,30.8,28.7,25.2,74.0,22.0,11.8,240.0,12.5
1251,1005.0,35.3,31.0,26.4,26.4,74.0,49.0,10.8,230.0,28.6
1252,1008.9,33.4,30.4,28.6,25.7,82.0,72.0,7.7,60.0,40.8
1253,1005.3,32.0,29.2,26.2,26.3,87.0,85.0,1.5,220.0,4.5
1254,1009.5,32.8,30.1,28.1,26.1,75.0,61.0,7.2,110.0,9.2
1255,1009.3,31.7,29.4,27.6,25.6,84.0,86.0,1.6,190.0,21.6
1256,1007.8,32.9,30.1,28.1,25.7,79.0,72.0,8.8,200.0,16.2
1257,1006.6,32.9,29.7,27.3,25.0,81.0,75.0,2.1,220.0,19.8
1258,1008.5,35.1,30.8,28.0,25.9,75.0,32.0,9.5,220.0,12.6
1259,1005.5,33.0,30.0,27.4,25.0,74.0,29.0,10.0,190.0,22.6
1260,1010.3,32.8,29.2,27.9,25.2,84.0,85.0,2.1,100.0,13.0
1261,1007.7,31.1,28.6,26.8,25.4,81.0,88.0,3.8,180.0,11.3
1262,1008.8,31.0,28.4,27.4,25.4,82.0,88.0,7.0,220.0,13.6
1263,1001.0,32.1,30.0,28.1,25.8,75.0,78.0,8.3,230.0,14.3
1264,1000.1,33.7,30.1,28.6,24.8,75.0,48.0,7.0,70.0,28.5
1265,999.0,35.0,31.5,28.2,25.3,76.0,38.0,10.0,280.0,30.0
1266,1005.4,30.8,28.9,26.0,25.5,88.0,88.0,1.9,240.0,29.0
1267,1003.8,31.3,28.1,26.5,25.6,85.0,87.0,0.1,220.0,29.6
1268,1005.9,31.3,28.7,26.5,26.3,93.0,88.0,0.1,130.0,27.0
1269,1008.1,35.0,31.0,28.4,25.0,75.0,78.0,9.0,280.0,18.0
1270,1000.7,30.4,28.6,25.4,25.5,84.0,84.0,5.7,220.0,11.7
1271,1009.7,32.8,29.6,27.6,25.8,79.0,76.0,7.1,210.0,18.8
1272,1008.8,31.4,28.7,27.0,25.4,81.0,84.0,1.8,200.0,12.8
1273,1008.6,30.6,28.6,26.9,25.0,86.0,88.0,0.4,250.0,21.9
1274,1007.6,32.2,29.2,26.2,25.9,86.0,82.0,1.2,180.0,14.6
1275,1008.1,32.0,29.6,27.8,25.3,80.0,69.0,6.0,230.0,12.8
1276,1010.5,32.0,29.1,27.0,25.0,85.0,83.0,6.5,250.0,21.9
1277,1008.5,29.2,27.8,26.6,25.4,89.0,81.0,6.4,190.0,23.9
1278,1005.2,32.9,29.9,26.8,26.1,75.0,71.0,7.6,230.0,13.3
1279,1009.1,33.1,30.8,28.4,24.9,76.0,30.0,9.4,220.0,11.9
1280,1007.8,31.4,30.6,28.9,24.8,78.0,58.0,10.3,220.0,15.1
1281,1005.9,33.2,30.1,27.9,24.8,72.0,28.0,11.8,130.0,14.6
1282,1008.3,33.2,30.0,28.8,25.2,81.0,77.0,7.8,220.0,22.5
1283,1009.5,33.3,30.0,27.8,25.8,79.0,43.0,9.5,220.0,11.2
1284,1007.9,33.0,30.1,27.8,25.1,78.0,67.0,5.7,220.0,12.5
1285,1005.7,31.0,29.2,27.8,26.2,83.0,83.0,4.7,60.0,14.8
1286,1008.0,33.0,30.2,28.4,25.2,78.0,69.0,10.8,220.0,12.0
1287,1005.9,33.3,30.6,28.2,25.6,84.0,81.0,3.0,240.0,12.9
